network_type,target_plr,threshold_method,threshold_value,duplication_delay,n_frames,n_duplicated,duplication_rate,base_bitrate_kbps,total_bitrate_kbps,bandwidth_overhead_pct,raw_loss_rate,n_recovered,recovery_rate,n_concealed,post_recovery_loss_rate,PESQ,PESQ_WB,PESQ_NB,STOI,ESTOI,SI-SDR,concealment_rate,n_lost_frames,mean_burst_len,max_burst_len,n_bursts,codec,file,seed
random_loss,0.01,fixed_0.5,0.5,1,300,16,0.05333333333333334,3.0,3.1599999999999997,5.333333333333334,0.0033333333333332993,0,0.0,1,0.0033333333333333335,2.9943759441375732,2.9943759441375732,3.5854315757751465,0.9492358083856686,0.8696911224007775,5.721502158326384,0.0033333333333333335,1,1.0,1,1,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,fixed_0.5,0.5,1,300,16,0.05333333333333334,3.0,3.1599999999999997,5.333333333333334,0.013333333333333308,0,0.0,4,0.013333333333333334,3.0037448406219482,3.0037448406219482,3.543487310409546,0.9479177248872033,0.8679781737280844,5.524485937794975,0.013333333333333334,4,1.0,1,4,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,fixed_0.5,0.5,2,300,16,0.05333333333333334,3.0,3.1599999999999997,5.333333333333334,0.0033333333333332993,0,0.0,1,0.0033333333333333335,2.9943759441375732,2.9943759441375732,3.5854315757751465,0.9492358083856686,0.8696911224007775,5.721502158326384,0.0033333333333333335,1,1.0,1,1,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,fixed_0.5,0.5,2,300,16,0.05333333333333334,3.0,3.1599999999999997,5.333333333333334,0.013333333333333308,0,0.0,4,0.013333333333333334,3.0037448406219482,3.0037448406219482,3.543487310409546,0.9479177248872033,0.8679781737280844,5.524485937794975,0.013333333333333334,4,1.0,1,4,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,fixed_0.7,0.7,1,300,0,0.0,3.0,3.0,0.0,0.0033333333333332993,0,0.0,1,0.0033333333333333335,2.9943759441375732,2.9943759441375732,3.5854315757751465,0.9492358083856686,0.8696911224007775,5.721502158326384,0.0033333333333333335,1,1.0,1,1,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,fixed_0.7,0.7,1,300,0,0.0,3.0,3.0,0.0,0.013333333333333308,0,0.0,4,0.013333333333333334,3.0037448406219482,3.0037448406219482,3.543487310409546,0.9479177248872033,0.8679781737280844,5.524485937794975,0.013333333333333334,4,1.0,1,4,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,fixed_0.7,0.7,2,300,0,0.0,3.0,3.0,0.0,0.0033333333333332993,0,0.0,1,0.0033333333333333335,2.9943759441375732,2.9943759441375732,3.5854315757751465,0.9492358083856686,0.8696911224007775,5.721502158326384,0.0033333333333333335,1,1.0,1,1,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,fixed_0.7,0.7,2,300,0,0.0,3.0,3.0,0.0,0.013333333333333308,0,0.0,4,0.013333333333333334,3.0037448406219482,3.0037448406219482,3.543487310409546,0.9479177248872033,0.8679781737280844,5.524485937794975,0.013333333333333334,4,1.0,1,4,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,adaptive_mean_std,dynamic,1,300,55,0.18333333333333332,3.0,3.55,18.333333333333332,0.0033333333333332993,0,0.0,1,0.0033333333333333335,2.9943759441375732,2.9943759441375732,3.5854315757751465,0.9492358083856686,0.8696911224007775,5.721502158326384,0.0033333333333333335,1,1.0,1,1,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,adaptive_mean_std,dynamic,1,300,55,0.18333333333333332,3.0,3.55,18.333333333333332,0.013333333333333308,0,0.0,4,0.013333333333333334,3.0037448406219482,3.0037448406219482,3.543487310409546,0.9479177248872033,0.8679781737280844,5.524485937794975,0.013333333333333334,4,1.0,1,4,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,adaptive_mean_std,dynamic,2,300,55,0.18333333333333332,3.0,3.55,18.333333333333332,0.0033333333333332993,0,0.0,1,0.0033333333333333335,2.9943759441375732,2.9943759441375732,3.5854315757751465,0.9492358083856686,0.8696911224007775,5.721502158326384,0.0033333333333333335,1,1.0,1,1,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,adaptive_mean_std,dynamic,2,300,55,0.18333333333333332,3.0,3.55,18.333333333333332,0.013333333333333308,0,0.0,4,0.013333333333333334,3.0037448406219482,3.0037448406219482,3.543487310409546,0.9479177248872033,0.8679781737280844,5.524485937794975,0.013333333333333334,4,1.0,1,4,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,adaptive_quantile_70,dynamic,1,300,110,0.36666666666666664,3.0,4.1,36.666666666666664,0.0033333333333332993,1,1.0,0,0.0,3.234401226043701,3.234401226043701,3.6661603450775146,0.9497512405963333,0.8711391689646194,5.915631008687495,0.0,0,0.0,0,0,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,adaptive_quantile_70,dynamic,1,300,110,0.36666666666666664,3.0,4.1,36.666666666666664,0.013333333333333308,3,0.75,1,0.0033333333333333335,3.174665927886963,3.174665927886963,3.5933120250701904,0.948607609763099,0.8699519234438772,5.692423127863374,0.0033333333333333335,1,1.0,1,1,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,adaptive_quantile_70,dynamic,2,300,110,0.36666666666666664,3.0,4.1,36.666666666666664,0.0033333333333332993,1,1.0,0,0.0,3.234401226043701,3.234401226043701,3.6661603450775146,0.9497512405963333,0.8711391689646194,5.915631008687495,0.0,0,0.0,0,0,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,adaptive_quantile_70,dynamic,2,300,110,0.36666666666666664,3.0,4.1,36.666666666666664,0.013333333333333308,3,0.75,1,0.0033333333333333335,3.174665927886963,3.174665927886963,3.5933120250701904,0.948607609763099,0.8699519234438774,5.692423127863374,0.0033333333333333335,1,1.0,1,1,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,all_duplicate,all_duplicate,1,300,300,1.0,3.0,6.0,100.0,0.0033333333333332993,1,1.0,0,0.0,3.234401226043701,3.234401226043701,3.6661603450775146,0.9497512405963333,0.8711391689646194,5.915631008687495,0.0,0,0.0,0,0,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,all_duplicate,all_duplicate,1,300,300,1.0,3.0,6.0,100.0,0.013333333333333308,4,1.0,0,0.0,3.234401226043701,3.234401226043701,3.6661603450775146,0.9497512405963333,0.8711391689646195,5.915631008687495,0.0,0,0.0,0,0,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.01,all_duplicate,all_duplicate,2,300,300,1.0,3.0,6.0,100.0,0.0033333333333332993,1,1.0,0,0.0,3.234401226043701,3.234401226043701,3.6661603450775146,0.9497512405963333,0.8711391689646194,5.915631008687495,0.0,0,0.0,0,0,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.01,all_duplicate,all_duplicate,2,300,300,1.0,3.0,6.0,100.0,0.013333333333333308,4,1.0,0,0.0,3.234401226043701,3.234401226043701,3.6661603450775146,0.9497512405963333,0.8711391689646195,5.915631008687495,0.0,0,0.0,0,0,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,no_duplicate,no_duplicate,1,300,0,0.0,3.0,3.0,0.0,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,no_duplicate,no_duplicate,1,300,0,0.0,3.0,3.0,0.0,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,no_duplicate,no_duplicate,2,300,0,0.0,3.0,3.0,0.0,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,no_duplicate,no_duplicate,2,300,0,0.0,3.0,3.0,0.0,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,fixed_0.3,0.3,1,300,45,0.15,3.0,3.4499999999999997,15.0,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,fixed_0.3,0.3,1,300,45,0.15,3.0,3.4499999999999997,15.0,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,fixed_0.3,0.3,2,300,45,0.15,3.0,3.4499999999999997,15.0,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,fixed_0.3,0.3,2,300,45,0.15,3.0,3.4499999999999997,15.0,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,fixed_0.5,0.5,1,300,16,0.05333333333333334,3.0,3.1599999999999997,5.333333333333334,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,fixed_0.5,0.5,1,300,16,0.05333333333333334,3.0,3.1599999999999997,5.333333333333334,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,fixed_0.5,0.5,2,300,16,0.05333333333333334,3.0,3.1599999999999997,5.333333333333334,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,fixed_0.5,0.5,2,300,16,0.05333333333333334,3.0,3.1599999999999997,5.333333333333334,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,fixed_0.7,0.7,1,300,0,0.0,3.0,3.0,0.0,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,fixed_0.7,0.7,1,300,0,0.0,3.0,3.0,0.0,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,fixed_0.7,0.7,2,300,0,0.0,3.0,3.0,0.0,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,fixed_0.7,0.7,2,300,0,0.0,3.0,3.0,0.0,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,adaptive_mean_std,dynamic,1,300,55,0.18333333333333332,3.0,3.55,18.333333333333332,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,adaptive_mean_std,dynamic,1,300,55,0.18333333333333332,3.0,3.55,18.333333333333332,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,adaptive_mean_std,dynamic,2,300,55,0.18333333333333332,3.0,3.55,18.333333333333332,0.026666666666666616,0,0.0,8,0.02666666666666667,2.9264636039733887,2.9264636039733887,3.509246826171875,0.9455606785403301,0.8677854704408159,5.447891214155597,0.02666666666666667,8,1.0,1,8,HILCodec_3kbps,1089-134686-0000.flac,42
random_loss,0.03,adaptive_mean_std,dynamic,2,300,55,0.18333333333333332,3.0,3.55,18.333333333333332,0.033333333333333326,0,0.0,10,0.03333333333333333,2.8162448406219482,2.8162448406219482,3.439819097518921,0.9475884653931816,0.8671227559042236,4.953375691271599,0.03333333333333333,10,1.0,1,10,HILCodec_3kbps,1089-134686-0000.flac,123
random_loss,0.03,adaptive_quantile_70,dynamic,1,300,110,0.36666666666666664,3.0,4.1,36.666666666666664,0.026666666666666616,3,0.375,5,0.016666666666666666,3.1951825618743896,3.1951825618743896,3.625105857849121,0.9476972055160064,0.8665972812129092,5.825420062815611,0.016666666666666666,5,1.0,1,5,HILCodec_3kbps,1089-134686-0000.flac,42
